"","Country.Name","Region","IncomeGroup","year","CO2","GDP"
"1312","Cuba","Latin America & Caribbean","Upper middle income",2011,27590000.1525879,6.899e+10
"1313","Cuba","Latin America & Caribbean","Upper middle income",2012,28690000.5340576,7.3141e+10
"1314","Cuba","Latin America & Caribbean","Upper middle income",2013,28870000.8392334,7.7148e+10
"1315","Cuba","Latin America & Caribbean","Upper middle income",2014,26690000.5340576,8.0656e+10
"1316","Cuba","Latin America & Caribbean","Upper middle income",2015,29209999.0844726,8.7133e+10
"1317","Cuba","Latin America & Caribbean","Upper middle income",2016,27170000.0762939,9.137e+10
"1318","Cuba","Latin America & Caribbean","Upper middle income",2017,26239999.7711182,9.6851e+10
"1319","Cuba","Latin America & Caribbean","Upper middle income",2018,26709999.0844727,1.0005e+11
"1320","Cuba","Latin America & Caribbean","Upper middle income",2019,25909999.8474121,1.03428e+11
"1321","Cyprus","Europe & Central Asia","High income",1990,4590000,5591130217.66965
"1322","Cyprus","Europe & Central Asia","High income",1991,5110000,5770197348.48485
"1323","Cyprus","Europe & Central Asia","High income",1992,5480000,6912150456.32334
"1324","Cyprus","Europe & Central Asia","High income",1993,5740000,6590291048.29211
"1325","Cyprus","Europe & Central Asia","High income",1994,5980000,7425703928.57143
"1326","Cyprus","Europe & Central Asia","High income",1995,5850000,9933133247.08926
"1327","Cyprus","Europe & Central Asia","High income",1996,6210000,10011918444.1656
"1328","Cyprus","Europe & Central Asia","High income",1997,6300000,9547818700.11403
"1329","Cyprus","Europe & Central Asia","High income",1998,6610000,10248617647.0588
"1330","Cyprus","Europe & Central Asia","High income",1999,6870000,10497908306.3646
"1331","Cyprus","Europe & Central Asia","High income",2000,7130000,9985844486.33365
"1332","Cyprus","Europe & Central Asia","High income",2001,6990000,10397897085.6102
"1333","Cyprus","Europe & Central Asia","High income",2002,7170000.07629395,11420227884.6154
"1334","Cyprus","Europe & Central Asia","High income",2003,7829999.92370605,14547325028.3126
"1335","Cyprus","Europe & Central Asia","High income",2004,7780000.20980835,17320552500
"1336","Cyprus","Europe & Central Asia","High income",2005,7900000.09536744,18433411267.2553
"1337","Cyprus","Europe & Central Asia","High income",2006,8e+06,20072786350.5206
"1338","Cyprus","Europe & Central Asia","High income",2007,8310000.4196167,23968764029.5647
"1339","Cyprus","Europe & Central Asia","High income",2008,8489999.77111816,27844698989.3072
"1340","Cyprus","Europe & Central Asia","High income",2009,8279999.73297119,25945391775.4932
"1341","Cyprus","Europe & Central Asia","High income",2010,7900000.09536743,25732432719.0773
"1342","Cyprus","Europe & Central Asia","High income",2011,7630000.11444092,27565469097.9955
"1343","Cyprus","Europe & Central Asia","High income",2012,7099999.90463257,24978513426.6992
"1344","Cyprus","Europe & Central Asia","High income",2013,6429999.82833862,23900872625.8467
"1345","Cyprus","Europe & Central Asia","High income",2014,6809999.94277954,23156850006.6427
"1346","Cyprus","Europe & Central Asia","High income",2015,6849999.90463257,19842404304.8929
"1347","Cyprus","Europe & Central Asia","High income",2016,7219999.79019166,20953442550.3653
"1348","Cyprus","Europe & Central Asia","High income",2017,7360000.1335144,22870833709.8961
"1349","Cyprus","Europe & Central Asia","High income",2018,7199999.80926514,25522671232.8767
"1350","Cyprus","Europe & Central Asia","High income",2019,7190000.05722046,25758357774.5438
"1351","Czechia","Europe & Central Asia","High income",1990,150200000,40728950704.6176
"1352","Czechia","Europe & Central Asia","High income",1991,136900000,29859921158.8696
"1353","Czechia","Europe & Central Asia","High income",1992,134140000,34805013229.572
"1354","Czechia","Europe & Central Asia","High income",1993,130980000,40866748705.1075
"1355","Czechia","Europe & Central Asia","High income",1994,124710000,47850203856.1751
"1356","Czechia","Europe & Central Asia","High income",1995,125180000,60147174076.8651
"1357","Czechia","Europe & Central Asia","High income",1996,126740000,67387788632.9812
"1358","Czechia","Europe & Central Asia","High income",1997,124790000,62180159376.1239
"1359","Czechia","Europe & Central Asia","High income",1998,118920000,66807429711.411
"1360","Czechia","Europe & Central Asia","High income",1999,111950000.000001,65173130995.2212
"1361","Czechia","Europe & Central Asia","High income",2000,123170000,61828166496.0941
"1362","Czechia","Europe & Central Asia","High income",2001,122720000,67808032979.5429
"1363","Czechia","Europe & Central Asia","High income",2002,118529998.779297,82196001050.7474
"1364","Czechia","Europe & Central Asia","High income",2003,122769996.643066,100090467581.268
"1365","Czechia","Europe & Central Asia","High income",2004,123440002.441406,119814434353.575
"1366","Czechia","Europe & Central Asia","High income",2005,119989997.86377,137143471328.274
"1367","Czechia","Europe & Central Asia","High income",2006,120599998.474121,156264095664.643
"1368","Czechia","Europe & Central Asia","High income",2007,123620002.746582,190183800884.018
"1369","Czechia","Europe & Central Asia","High income",2008,118309997.558594,236816485762.988
"1370","Czechia","Europe & Central Asia","High income",2009,111169998.168945,207434296805.33
"1371","Czechia","Europe & Central Asia","High income",2010,112250000,209069940963.177
"1372","Czechia","Europe & Central Asia","High income",2011,109169998.168945,229562733398.948
"1373","Czechia","Europe & Central Asia","High income",2012,106069999.694824,208857719320.649
"1374","Czechia","Europe & Central Asia","High income",2013,101150001.525879,211685616592.931
"1375","Czechia","Europe & Central Asia","High income",2014,97510002.1362305,209358834156.329
"1376","Czechia","Europe & Central Asia","High income",2015,99139999.3896484,188033050459.881
"1377","Czechia","Europe & Central Asia","High income",2016,101730003.356934,196272068576.338
"1378","Czechia","Europe & Central Asia","High income",2017,101830001.831055,218628940951.675
"1379","Czechia","Europe & Central Asia","High income",2018,100900001.525879,248950103352.137
"1380","Czechia","Europe & Central Asia","High income",2019,96290000.9155273,252498032247.163
"1381","Denmark","Europe & Central Asia","High income",1990,52090000,138247285815.855
"1382","Denmark","Europe & Central Asia","High income",1991,62799999.9999999,139224688814.195
"1383","Denmark","Europe & Central Asia","High income",1992,57029999.9999999,152915654478.885
"1384","Denmark","Europe & Central Asia","High income",1993,59360000.0000002,143195627014.605
"1385","Denmark","Europe & Central Asia","High income",1994,63199999.9999998,156162386724.523
"1386","Denmark","Europe & Central Asia","High income",1995,59999999.9999999,185006881515.065
"1387","Denmark","Europe & Central Asia","High income",1996,73340000,187632346387.984
"1388","Denmark","Europe & Central Asia","High income",1997,63649999.9999997,173537647058.824
"1389","Denmark","Europe & Central Asia","High income",1998,59710000,176991934992.837
"1390","Denmark","Europe & Central Asia","High income",1999,56729999.9999999,177965188354.692
"1391","Denmark","Europe & Central Asia","High income",2000,52600000,164158739097.623
"1392","Denmark","Europe & Central Asia","High income",2001,54250000,164791442543.375
"1393","Denmark","Europe & Central Asia","High income",2002,53840000.1525877,178635163717.431
"1394","Denmark","Europe & Central Asia","High income",2003,59229999.5422361,218096033517.009
"1395","Denmark","Europe & Central Asia","High income",2004,53729999.5422363,251373002954.382
"1396","Denmark","Europe & Central Asia","High income",2005,50200000.7629395,264467336457.17
"1397","Denmark","Europe & Central Asia","High income",2006,58130001.0681152,282884947702.966
"1398","Denmark","Europe & Central Asia","High income",2007,53409999.8474121,319423424509.066
"1399","Denmark","Europe & Central Asia","High income",2008,50130001.0681152,353361038818.383
"1400","Denmark","Europe & Central Asia","High income",2009,47930000.3051758,321241303699.006
"1401","Denmark","Europe & Central Asia","High income",2010,48119998.9318848,321995279401.502
"1402","Denmark","Europe & Central Asia","High income",2011,43099998.4741211,344003137611.271
"1403","Denmark","Europe & Central Asia","High income",2012,38220001.2207031,327148943812.137
"1404","Denmark","Europe & Central Asia","High income",2013,39959999.0844727,343584391647.927
"1405","Denmark","Europe & Central Asia","High income",2014,35819999.6948242,352993631617.708
"1406","Denmark","Europe & Central Asia","High income",2015,33700000.7629395,302673070846.857
"1407","Denmark","Europe & Central Asia","High income",2016,35319999.6948242,313115929314.339
"1408","Denmark","Europe & Central Asia","High income",2017,33130001.0681152,332121063806.391
"1409","Denmark","Europe & Central Asia","High income",2018,33130001.0681152,356841216410.068
"1410","Denmark","Europe & Central Asia","High income",2019,29700000.7629395,347561349210.979
"1411","Djibouti","Middle East & North Africa","Lower middle income",1990,270000,452328087.282876
"1412","Djibouti","Middle East & North Africa","Lower middle income",1991,290000,462421998.525779
"1413","Djibouti","Middle East & North Africa","Lower middle income",1992,3e+05,478058304.871118
"1414","Djibouti","Middle East & North Africa","Lower middle income",1993,3e+05,466048469.22986
"1415","Djibouti","Middle East & North Africa","Lower middle income",1994,290000,491689220.744875
"1416","Djibouti","Middle East & North Africa","Lower middle income",1995,320000,497723960.589913
"1417","Djibouti","Middle East & North Africa","Lower middle income",1996,3e+05,494004647.73437
"1418","Djibouti","Middle East & North Africa","Lower middle income",1997,330000,502675542.001227
"1419","Djibouti","Middle East & North Africa","Lower middle income",1998,390000,514267869.300758
"1420","Djibouti","Middle East & North Africa","Lower middle income",1999,390000,536080148.097299
"1421","Djibouti","Middle East & North Africa","Lower middle income",2000,370000,551230861.856505
"1422","Djibouti","Middle East & North Africa","Lower middle income",2001,380000,572417440.820162
"1423","Djibouti","Middle East & North Africa","Lower middle income",2002,400000.005960464,591122039.601398
"1424","Djibouti","Middle East & North Africa","Lower middle income",2003,409999.996423721,622044665.515049
"1425","Djibouti","Middle East & North Africa","Lower middle income",2004,400000.005960464,666072101.777505
"1426","Djibouti","Middle East & North Africa","Lower middle income",2005,430000.007152557,708633194.726566
"1427","Djibouti","Middle East & North Africa","Lower middle income",2006,430000.007152557,768873684.032838
"1428","Djibouti","Middle East & North Africa","Lower middle income",2007,469999.998807907,847918929.107984
"1429","Djibouti","Middle East & North Africa","Lower middle income",2008,469999.998807907,999105339.267729
"1430","Djibouti","Middle East & North Africa","Lower middle income",2009,469999.998807907,1049110684.72493
"1431","Djibouti","Middle East & North Africa","Lower middle income",2010,519999.980926514,1128611700.3618
"1432","Djibouti","Middle East & North Africa","Lower middle income",2011,479999.989271164,1239144501.77525
"1433","Djibouti","Middle East & North Africa","Lower middle income",2012,5e+05,1353632941.5207
"1434","Djibouti","Middle East & North Africa","Lower middle income",2013,560000.002384186,2042817162.85639
"1435","Djibouti","Middle East & North Africa","Lower middle income",2014,400000.005960464,2214679081.25658
"1436","Djibouti","Middle East & North Africa","Lower middle income",2015,460000.00834465,2424391785.43897
"1437","Djibouti","Middle East & North Africa","Lower middle income",2016,419999.986886978,2604955228.70117
"1438","Djibouti","Middle East & North Africa","Lower middle income",2017,419999.986886978,2762581334.22612
"1439","Djibouti","Middle East & North Africa","Lower middle income",2018,400000.005960464,2913466732.12507
"1440","Djibouti","Middle East & North Africa","Lower middle income",2019,419999.986886978,3088853638.56832
"1441","Dominica","Latin America & Caribbean","Upper middle income",1990,60000,201429629.62963
"1442","Dominica","Latin America & Caribbean","Upper middle income",1991,60000,219762962.962963
"1443","Dominica","Latin America & Caribbean","Upper middle income",1992,80000.0000000002,234059259.259259
"1444","Dominica","Latin America & Caribbean","Upper middle income",1993,80000.0000000003,245525925.925926
"1445","Dominica","Latin America & Caribbean","Upper middle income",1994,80000.0000000001,264374074.074074
"1446","Dominica","Latin America & Caribbean","Upper middle income",1995,99999.9999999999,274522222.222222
"1447","Dominica","Latin America & Caribbean","Upper middle income",1996,79999.9999999999,292285185.185185
"1448","Dominica","Latin America & Caribbean","Upper middle income",1997,1e+05,302988888.888889
"1449","Dominica","Latin America & Caribbean","Upper middle income",1998,110000,322411111.111111
"1450","Dominica","Latin America & Caribbean","Upper middle income",1999,110000,331759259.259259
"1451","Dominica","Latin America & Caribbean","Upper middle income",2000,130000,333470370.37037
"1452","Dominica","Latin America & Caribbean","Upper middle income",2001,150000,340203703.703704
"1453","Dominica","Latin America & Caribbean","Upper middle income",2002,119999.997317791,333196296.296296
"1454","Dominica","Latin America & Caribbean","Upper middle income",2003,140000.000596046,343311111.111111
"1455","Dominica","Latin America & Caribbean","Upper middle income",2004,159999.996423721,367200000
"1456","Dominica","Latin America & Caribbean","Upper middle income",2005,159999.996423721,364255555.555556
"1457","Dominica","Latin America & Caribbean","Upper middle income",2006,170000.001788139,390251851.851852
"1458","Dominica","Latin America & Caribbean","Upper middle income",2007,180000.007152557,421374074.074074
"1459","Dominica","Latin America & Caribbean","Upper middle income",2008,180000.007152557,458188888.888889
"1460","Dominica","Latin America & Caribbean","Upper middle income",2009,5e+05,489074074.074074
"1461","Dominica","Latin America & Caribbean","Upper middle income",2010,180000.007152557,493825925.925926
"1462","Dominica","Latin America & Caribbean","Upper middle income",2011,180000.007152557,501025925.925926
"1463","Dominica","Latin America & Caribbean","Upper middle income",2012,250000,485996296.296296
"1464","Dominica","Latin America & Caribbean","Upper middle income",2013,170000.001788139,498296296.296296
"1465","Dominica","Latin America & Caribbean","Upper middle income",2014,180000.007152557,520207407.407407
"1466","Dominica","Latin America & Caribbean","Upper middle income",2015,180000.007152557,540737037.037037
"1467","Dominica","Latin America & Caribbean","Upper middle income",2016,180000.007152557,576229629.62963
"1468","Dominica","Latin America & Caribbean","Upper middle income",2017,170000.001788139,521551851.851852
"1469","Dominica","Latin America & Caribbean","Upper middle income",2018,170000.001788139,554770370.37037
"1470","Dominica","Latin America & Caribbean","Upper middle income",2019,170000.001788139,611537037.037037
"1471","Dominican Republic","Latin America & Caribbean","Upper middle income",1990,7860000,7073675544.79021
"1472","Dominican Republic","Latin America & Caribbean","Upper middle income",1991,8229999.99999997,9824498183.03263
"1473","Dominican Republic","Latin America & Caribbean","Upper middle income",1992,9619999.99999999,11605382504
"1474","Dominican Republic","Latin America & Caribbean","Upper middle income",1993,9520000.00000002,13081042400
"1475","Dominican Republic","Latin America & Caribbean","Upper middle income",1994,11140000,14644711384.8202
"1476","Dominican Republic","Latin America & Caribbean","Upper middle income",1995,11840000,16637370839.1608
"1477","Dominican Republic","Latin America & Caribbean","Upper middle income",1996,12730000,18241691857.3544
"1478","Dominican Republic","Latin America & Caribbean","Upper middle income",1997,14500000,20017480054.834
"1479","Dominican Republic","Latin America & Caribbean","Upper middle income",1998,16620000,21672231760.6491
"1480","Dominican Republic","Latin America & Caribbean","Upper middle income",1999,17790000,22136621337.0889
"1481","Dominican Republic","Latin America & Caribbean","Upper middle income",2000,18670000,24305717541.6371
"1482","Dominican Republic","Latin America & Caribbean","Upper middle income",2001,18980000,25601765400.5153
"1483","Dominican Republic","Latin America & Caribbean","Upper middle income",2002,20879999.1607666,27137508656.8522
"1484","Dominican Republic","Latin America & Caribbean","Upper middle income",2003,18729999.5422363,21403167848.1444
"1485","Dominican Republic","Latin America & Caribbean","Upper middle income",2004,17280000.6866455,22322395368.0274
"1486","Dominican Republic","Latin America & Caribbean","Upper middle income",2005,18690000.5340576,35777570135.5225
"1487","Dominican Republic","Latin America & Caribbean","Upper middle income",2006,20370000.8392334,37879869897.8979
"1488","Dominican Republic","Latin America & Caribbean","Upper middle income",2007,20629999.1607666,43965420072.4107
"1489","Dominican Republic","Latin America & Caribbean","Upper middle income",2008,20579999.9237061,48122547177.1881
"1490","Dominican Republic","Latin America & Caribbean","Upper middle income",2009,19659999.8474121,48261033298.2133
"1491","Dominican Republic","Latin America & Caribbean","Upper middle income",2010,20680000.3051758,53860175555.9961
"1492","Dominican Republic","Latin America & Caribbean","Upper middle income",2011,20909999.8474121,58029750745.6495
"1493","Dominican Republic","Latin America & Caribbean","Upper middle income",2012,21680000.3051758,60681537195.7996
"1494","Dominican Republic","Latin America & Caribbean","Upper middle income",2013,21290000.9155273,62682163837.347
"1495","Dominican Republic","Latin America & Caribbean","Upper middle income",2014,21450000.7629395,67179914026.9623
"1496","Dominican Republic","Latin America & Caribbean","Upper middle income",2015,23590000.1525879,71164825256.6849
"1497","Dominican Republic","Latin America & Caribbean","Upper middle income",2016,24590000.1525879,75704720189.5607
"1498","Dominican Republic","Latin America & Caribbean","Upper middle income",2017,23549999.2370605,79997975621.8654
"1499","Dominican Republic","Latin America & Caribbean","Upper middle income",2018,25309999.4659424,85555378042.8196
"1500","Dominican Republic","Latin America & Caribbean","Upper middle income",2019,27229999.5422363,88941299733.5018
"1501","Ecuador","Latin America & Caribbean","Upper middle income",1990,15420000,15239278100.3502
"1502","Ecuador","Latin America & Caribbean","Upper middle income",1991,15740000,16988535267.6338
"1503","Ecuador","Latin America & Caribbean","Upper middle income",1992,16850000,18094238119.0595
"1504","Ecuador","Latin America & Caribbean","Upper middle income",1993,16950000,18938717358.6793
"1505","Ecuador","Latin America & Caribbean","Upper middle income",1994,18800000,22708673336.6683
"1506","Ecuador","Latin America & Caribbean","Upper middle income",1995,20920000,24432884442.2211
"1507","Ecuador","Latin America & Caribbean","Upper middle income",1996,2.4e+07,25226393196.5983
"1508","Ecuador","Latin America & Caribbean","Upper middle income",1997,24949999.9999999,28162053026.5133
"1509","Ecuador","Latin America & Caribbean","Upper middle income",1998,24470000,27981896948.4742
"1510","Ecuador","Latin America & Caribbean","Upper middle income",1999,21610000,19645272636.3182
"1511","Ecuador","Latin America & Caribbean","Upper middle income",2000,22050000,18327764882.4412
"1512","Ecuador","Latin America & Caribbean","Upper middle income",2001,24249999.9999999,24468324000
"1513","Ecuador","Latin America & Caribbean","Upper middle income",2002,24170000.0762939,28548945000
"1514","Ecuador","Latin America & Caribbean","Upper middle income",2003,24659999.847412,32432858000
"1515","Ecuador","Latin America & Caribbean","Upper middle income",2004,26180000.3051758,36591661000
"1516","Ecuador","Latin America & Caribbean","Upper middle income",2005,28219999.3133545,41507085000
"1517","Ecuador","Latin America & Caribbean","Upper middle income",2006,30129999.1607666,46802044000
"1518","Ecuador","Latin America & Caribbean","Upper middle income",2007,30639999.3896484,51007777000
"1519","Ecuador","Latin America & Caribbean","Upper middle income",2008,31690000.5340576,61762635000
"1520","Ecuador","Latin America & Caribbean","Upper middle income",2009,34499999.9999999,62519686000
"1521","Ecuador","Latin America & Caribbean","Upper middle income",2010,37250000.0000001,69555367000
"1522","Ecuador","Latin America & Caribbean","Upper middle income",2011,37099998.474121,79276664000
"1523","Ecuador","Latin America & Caribbean","Upper middle income",2012,37090000.1525878,87924544000
"1524","Ecuador","Latin America & Caribbean","Upper middle income",2013,39700000.7629395,95129659000
"1525","Ecuador","Latin America & Caribbean","Upper middle income",2014,41799999.2370605,101726331000
"1526","Ecuador","Latin America & Caribbean","Upper middle income",2015,41520000.4577637,99290381000
"1527","Ecuador","Latin America & Caribbean","Upper middle income",2016,39810001.3732911,99937696000
"1528","Ecuador","Latin America & Caribbean","Upper middle income",2017,38549999.2370605,104295862000
"1529","Ecuador","Latin America & Caribbean","Upper middle income",2018,40139999.3896483,107562008000
"1530","Ecuador","Latin America & Caribbean","Upper middle income",2019,39290000.9155273,108108009000
"1531","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1990,87750000.0000001,42978914311.3504
"1532","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1991,89369999.9999997,37387836490.5284
"1533","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1992,90899999.9999999,41855986519.4235
"1534","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1993,92659999.9999999,46578631452.581
"1535","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1994,87900000.0000001,51897983392.6453
"1536","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1995,93719999.9999998,60159245060.4541
"1537","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1996,98939999.9999999,67629716981.1321
"1538","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1997,106060000,78436578171.0914
"1539","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1998,110980000,84828807556.0803
"1540","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1999,116540000,90710704806.8416
"1541","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2000,114610000,99838543960.0763
"1542","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2001,126700000,96684636118.5984
"1543","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2002,129440002.441406,85146067415.7303
"1544","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2003,133020004.272461,80288461538.4615
"1545","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2004,144500000,78782467532.4675
"1546","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2005,162220001.220703,89600665557.4043
"1547","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2006,170750000,107426086956.522
"1548","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2007,183399993.896484,130437828371.278
"1549","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2008,189940002.441406,162818181818.182
"1550","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2009,197660003.662109,189147005444.646
"1551","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2010,200309997.558594,218983666061.706
"1552","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2011,205770004.272461,235989672977.625
"1553","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2012,2.15e+08,279116666666.667
"1554","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2013,213860000.610352,288434108527.132
"1555","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2014,219119995.117188,305595408895.265
"1556","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2015,226279998.779297,329366576819.407
"1557","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2016,231229995.727539,332441717791.411
"1558","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2017,242229995.727539,235733695652.174
"1559","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2018,247910003.662109,249712999437.254
"1560","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2019,249369995.117188,303080865603.645
"1561","El Salvador","Latin America & Caribbean","Lower middle income",1990,2380000,4817542204
"1562","El Salvador","Latin America & Caribbean","Lower middle income",1991,3070000,5252342400
"1563","El Salvador","Latin America & Caribbean","Lower middle income",1992,3350000,5813399300
"1564","El Salvador","Latin America & Caribbean","Lower middle income",1993,3920000,6680269200
"1565","El Salvador","Latin America & Caribbean","Lower middle income",1994,4460000,7679384000
"1566","El Salvador","Latin America & Caribbean","Lower middle income",1995,4960000,8921947100
"1567","El Salvador","Latin America & Caribbean","Lower middle income",1996,4390000,9586327800
"1568","El Salvador","Latin America & Caribbean","Lower middle income",1997,5320000,10221705900
"1569","El Salvador","Latin America & Caribbean","Lower middle income",1998,5670000,10936669900
"1570","El Salvador","Latin America & Caribbean","Lower middle income",1999,5610000,11284197000
"1571","El Salvador","Latin America & Caribbean","Lower middle income",2000,5630000,11784927700
"1572","El Salvador","Latin America & Caribbean","Lower middle income",2001,5870000,12282533600
"1573","El Salvador","Latin America & Caribbean","Lower middle income",2002,5940000.05722046,12664190300
"1574","El Salvador","Latin America & Caribbean","Lower middle income",2003,6510000.22888182,13243892200
"1575","El Salvador","Latin America & Caribbean","Lower middle income",2004,6679999.82833861,13724810900
"1576","El Salvador","Latin America & Caribbean","Lower middle income",2005,6840000.15258788,1.4698e+10
"1577","El Salvador","Latin America & Caribbean","Lower middle income",2006,7239999.77111814,15999890000
"1578","El Salvador","Latin America & Caribbean","Lower middle income",2007,7630000.11444094,17011750000
"1579","El Salvador","Latin America & Caribbean","Lower middle income",2008,6909999.84741208,17986890000
"1580","El Salvador","Latin America & Caribbean","Lower middle income",2009,6679999.82833862,17601620000
"1581","El Salvador","Latin America & Caribbean","Lower middle income",2010,6539999.96185305,18447920000
"1582","El Salvador","Latin America & Caribbean","Lower middle income",2011,6780000.20980832,20283780000
"1583","El Salvador","Latin America & Caribbean","Lower middle income",2012,6769999.9809265,21386150000
"1584","El Salvador","Latin America & Caribbean","Lower middle income",2013,6460000.03814696,21990960000
"1585","El Salvador","Latin America & Caribbean","Lower middle income",2014,6590000.15258787,22593470000
"1586","El Salvador","Latin America & Caribbean","Lower middle income",2015,7e+06,23438240000
"1587","El Salvador","Latin America & Caribbean","Lower middle income",2016,7170000.07629396,24191430000
"1588","El Salvador","Latin America & Caribbean","Lower middle income",2017,6380000.11444092,24979190000
"1589","El Salvador","Latin America & Caribbean","Lower middle income",2018,6809999.94277954,26020850000
"1590","El Salvador","Latin America & Caribbean","Lower middle income",2019,7800000.19073486,26896660000
"1591","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1990,60000.0000000002,112119406.548331
"1592","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1991,69999.9999999999,110906032.075075
"1593","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1992,9e+05,134707184.355541
"1594","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1993,960000.000000002,136047896.155778
"1595","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1994,1030000,100807001.813926
"1596","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1995,1100000,141853368.256815
"1597","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1996,1190000,232463036.435759
"1598","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1997,1650000,442337849.474377
"1599","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1998,1970000,370687618.717326
"1600","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1999,3230000,621117885.668503
"1601","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2000,2220000,1045998496.43872
"1602","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2001,3400000,1461139022.02954
"1603","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2002,4630000.11444092,1806742742.27311
"1604","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2003,5010000.22888184,2484745935.09329
"1605","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2004,6199999.80926514,4410764338.66733
"1606","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2005,8319999.6948242,8217369092.65224
"1607","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2006,9369999.88555905,10086528698.8604
"1608","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2007,8539999.96185302,13071718758.7373
"1609","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2008,9779999.73297119,19749893536.3204
"1610","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2009,9710000.03814699,15027795173.2187
"1611","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2010,9949999.80926509,16314442183.3477
"1612","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2011,9989999.77111818,21357344847.4966
"1613","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2012,9819999.69482422,22388345810.2466
"1614","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2013,9180000.30517578,21948835350.3425
"1615","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2014,7909999.84741211,21765454404.421
"1616","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2015,6570000.17166138,13185496836.4124
"1617","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2016,6659999.84741212,11240809132.4145
"1618","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2017,5800000.19073486,12200912828.3695
"1619","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2018,6429999.82833861,13097011208.4602
"1620","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2019,5349999.90463257,11364134108.6175
"1621","Eritrea","Sub-Saharan Africa","Low income",1990,43359,3.32e+08
"1622","Eritrea","Sub-Saharan Africa","Low income",1991,43819,3.84e+08
"1623","Eritrea","Sub-Saharan Africa","Low income",1992,440000,477101652
"1624","Eritrea","Sub-Saharan Africa","Low income",1993,630000,467872715
"1625","Eritrea","Sub-Saharan Africa","Low income",1994,730000,531688312
"1626","Eritrea","Sub-Saharan Africa","Low income",1995,8e+05,578015625
"1627","Eritrea","Sub-Saharan Africa","Low income",1996,870000,693535954
"1628","Eritrea","Sub-Saharan Africa","Low income",1997,830000,686490090
"1629","Eritrea","Sub-Saharan Africa","Low income",1998,610000,745526155
"1630","Eritrea","Sub-Saharan Africa","Low income",1999,650000,688921326
